claim,language,label,source,evidence,topic
Bacteria are single-celled prokaryotic organisms,en,0,science,Bacteria lack a membrane-bound nucleus and are found in nearly every habitat,science
Alexander Fleming discovered penicillin in 1928,en,0,science,Fleming observed a Penicillium mould killing bacteria on his petri dish,science
Marie Curie discovered polonium and radium,en,0,science,Curie was the first person to win Nobel Prizes in two sciences: Physics and Chemistry,science
Charles Darwin proposed the theory of evolution by natural selection,en,0,science,Darwin published On the Origin of Species in 1859,science
Isaac Newton formulated the laws of motion and universal gravitation,en,0,science,Newton published his Principia Mathematica in 1687,science
Blood type is determined by antigens on red blood cells,en,0,science,"The ABO blood group system classifies blood into types A, B, AB, and O",science
"The human nervous system consists of the brain, spinal cord, and nerves",en,0,science,The nervous system transmits electrical signals throughout the body,science
Earth's atmosphere is primarily composed of nitrogen,en,0,science,Nitrogen makes up about 78 percent of Earth's atmosphere,science
Oxygen makes up about 21 percent of Earth's atmosphere,en,0,science,Earth's atmosphere is roughly 78% nitrogen and 21% oxygen,science
The Earth has a molten iron outer core,en,0,science,Earth's outer core is liquid iron and nickel surrounding a solid inner core,science
Tectonic plates move at about 2 to 10 centimetres per year,en,0,science,Tectonic plate movement causes earthquakes and volcanic eruptions,science
Earthquakes are caused by tectonic plate movement,en,0,science,Most earthquakes occur along fault lines where tectonic plates meet,science
Volcanoes form where magma reaches Earth's surface,en,0,science,"Volcanic eruptions release lava, ash, and gases from Earth's interior",science
Tsunamis are caused by underwater earthquakes or volcanic eruptions,en,0,science,Tsunamis are large ocean waves triggered by seafloor displacement,science
Hurricanes form over warm ocean waters,en,0,science,Hurricanes need ocean surface temperatures of at least 26°C to form and sustain,science
Tornadoes are rapidly rotating columns of air,en,0,science,Tornadoes form from powerful thunderstorms called supercells,science
The greenhouse effect is caused by gases trapping heat in Earth's atmosphere,en,0,science,"CO2, methane, and water vapour are the main greenhouse gases",science
Climate change is primarily caused by human greenhouse gas emissions,en,0,science,Burning fossil fuels has raised atmospheric CO2 from 280 to over 420 ppm since industrialisation,science
Global average temperatures have risen about 1.1 degrees Celsius since pre-industrial times,en,0,science,The IPCC reports approximately 1.1°C of warming attributable to human activities,science
The ozone layer is found in the stratosphere,en,0,science,The ozone layer sits about 15 to 35 km above Earth's surface,science
Fossil fuels are formed from the remains of ancient organisms,en,0,science,"Coal, oil, and natural gas are fossil fuels formed over millions of years",science
"Renewable energy sources include solar, wind, and hydroelectric power",en,0,science,Renewable energy comes from naturally replenishing sources,science
Deforestation releases stored carbon contributing to climate change,en,0,science,Forests store large amounts of carbon released when trees are cut or burned,science
The Amazon rainforest is sometimes called the lungs of the planet,en,0,science,The Amazon produces vast amounts of oxygen and absorbs CO2,science
Acid rain is caused by SO2 and NOx emissions reacting with atmospheric water,en,0,science,"Acid rain can damage forests, lakes, and stone buildings",science
"The water cycle involves evaporation, condensation, and precipitation",en,0,science,The hydrological cycle continuously moves water through Earth's systems,science
"Soil is composed of minerals, organic matter, water, and air",en,0,science,Healthy topsoil takes hundreds of years to form and supports plant growth,science
Biodiversity refers to the variety of life on Earth,en,0,science,"Biodiversity includes diversity of species, genes, and ecosystems",science
Tropical rainforests have the highest biodiversity on Earth,en,0,science,Rainforests cover about 6% of land but hold more than half of all species,science
Coral reefs support about 25 percent of all marine species,en,0,science,Coral reefs are among the most biodiverse marine ecosystems on Earth,science
Polar ice caps store about 70 percent of Earth's fresh water,en,0,science,The Antarctic ice sheet contains about 26.5 million cubic kilometres of ice,science
The food chain describes the flow of energy through an ecosystem,en,0,science,Only about 10 percent of energy is transferred from one trophic level to the next,science
Decomposers break down dead organic matter recycling nutrients,en,0,science,Fungi and bacteria are the primary decomposers in most ecosystems,science
The Moon orbits Earth approximately every 27.3 days,en,0,science,The Moon completes one sidereal orbit of Earth every 27.3 days,science
The Sun is the closest star to Earth,en,0,science,The Sun is approximately 150 million km from Earth,science
The Sun is a medium-sized star classified as a yellow dwarf,en,0,science,The Sun is a G-type main-sequence star with a surface temperature of about 5500°C,science
Light from the Sun takes about 8 minutes to reach Earth,en,0,science,"At 150 million km distance, sunlight takes approximately 8.3 minutes to reach Earth",science
The universe is estimated to be about 13.8 billion years old,en,0,science,This age is determined from measurements of the cosmic microwave background radiation,science
The Big Bang theory describes the origin of the universe,en,0,science,The Big Bang occurred approximately 13.8 billion years ago,science
The Milky Way is a barred spiral galaxy,en,0,science,The Milky Way has a central bar and spiral arms containing hundreds of billions of stars,science
A black hole's gravity prevents even light from escaping,en,0,science,The escape velocity of a black hole exceeds the speed of light,science
The first human Moon landing was in 1969,en,0,science,Apollo 11 landed on the Moon on July 20 1969 with Neil Armstrong and Buzz Aldrin,science
The International Space Station orbits Earth at about 400 km altitude,en,0,science,The ISS travels at about 28000 km/h completing around 16 orbits per day,science
The Hubble Space Telescope was launched in 1990,en,0,science,The Hubble orbits Earth at about 547 km providing clear images of distant objects,science
Mars is called the Red Planet because of iron oxide on its surface,en,0,science,Mars appears red because its soil is rich in iron oxide or rust,science
Jupiter is the largest planet in the solar system,en,0,science,Jupiter is more massive than all other planets in the solar system combined,science
Saturn is famous for its prominent ring system,en,0,science,Saturn's rings are composed of ice and rock spanning hundreds of thousands of kilometres,science
The solar system formed about 4.6 billion years ago,en,0,science,The solar system condensed from a collapsing cloud of gas and dust called a nebula,science
The nearest star system to Earth is Alpha Centauri,en,0,science,Alpha Centauri is about 4.37 light-years from Earth,science
A light-year is the distance light travels in one year,en,0,science,One light-year is approximately 9.46 trillion kilometres,science
